,Unnamed: 0,exitage,workclass,fnlwgt,educationType,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
130,7742,37,Private,97925,HS-grad,9,Divorced,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
131,7084,49,Private,149218,HS-grad,9,Divorced,Craft-repair,Unmarried,1,Male,0,0,50,United-States,<=50K
132,13725,30,Private,94145,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,Male,0,0,40,United-States,<=50K
133,29063,31,State-gov,190305,Masters,14,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,50,United-States,<=50K
134,6653,57,Self-emp-not-inc,87584,Doctorate,16,Divorced,Prof-specialty,Not-in-family,1,Female,0,0,25,United-States,<=50K
135,32692,55,Private,176904,10th,6,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,50,United-States,<=50K
136,17804,20,Private,170800,Some-college,10,Never-married,Farming-fishing,Own-child,1,Female,0,0,40,United-States,<=50K
137,23718,18,?,80564,HS-grad,9,Never-married,?,Own-child,1,Male,0,0,60,United-States,<=50K
138,34557,50,Private,173630,HS-grad,9,Divorced,Sales,Not-in-family,1,Male,0,0,60,United-States,<=50K
139,25801,58,Private,220789,Bachelors,13,Divorced,Transport-moving,Not-in-family,1,Male,0,0,45,United-States,<=50K
140,40068,24,Private,117789,Bachelors,13,Never-married,Exec-managerial,Own-child,1,Female,0,0,40,United-States,<=50K
141,18263,31,Private,348491,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,Female,0,0,40,United-States,<=50K
142,15811,29,Private,334096,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,1,Female,0,0,25,United-States,<=50K
143,32395,60,Private,187458,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,1,Male,0,0,40,United-States,<=50K
144,46521,18,Private,189924,HS-grad,9,Never-married,Sales,Own-child,1,Female,0,0,24,United-States,<=50K
145,43271,23,Private,311376,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
146,42834,20,Private,39478,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,1,Male,0,0,70,United-States,<=50K
147,2124,40,Private,53956,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,50,United-States,<=50K
148,23906,32,Private,232766,Some-college,10,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
149,48610,28,Private,435842,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,1,Male,0,0,40,United-States,<=50K
150,42573,40,Private,198270,Some-college,10,Divorced,Other-service,Not-in-family,1,Female,0,0,40,United-States,<=50K
151,46651,46,Private,285750,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,4064,0,55,United-States,<=50K
152,7548,41,Private,196001,HS-grad,9,Married-civ-spouse,Sales,Wife,1,Female,0,0,20,United-States,<=50K
153,18005,21,Private,57711,HS-grad,9,Never-married,Other-service,Not-in-family,1,Female,0,0,30,United-States,<=50K
154,33644,26,Private,169727,HS-grad,9,Married-civ-spouse,Tech-support,Husband,1,Male,0,0,40,United-States,<=50K
155,33135,35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,0,Female,0,0,40,United-States,<=50K
156,32132,27,Private,68037,Some-college,10,Never-married,Exec-managerial,Not-in-family,1,Male,0,0,45,United-States,<=50K
157,11625,21,Private,159879,Some-college,10,Never-married,Adm-clerical,Own-child,1,Female,0,0,40,United-States,<=50K
158,29893,27,Private,289147,HS-grad,9,Never-married,Machine-op-inspct,Own-child,1,Female,0,0,40,United-States,<=50K
159,25888,25,Private,251854,11th,7,Never-married,Adm-clerical,Own-child,0,Female,0,0,40,United-States,<=50K
160,43346,38,Self-emp-not-inc,64875,HS-grad,9,Divorced,Farming-fishing,Not-in-family,1,Male,0,0,50,United-States,<=50K
161,585,21,Private,448026,Some-college,10,Never-married,Protective-serv,Own-child,1,Male,2907,0,30,United-States,<=50K
162,30672,48,Private,173938,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,1,Male,0,0,60,United-States,<=50K
163,29275,58,Private,158002,Some-college,10,Married-civ-spouse,Sales,Husband,0,Male,0,0,40,United-States,<=50K
164,24077,48,Private,273435,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,1579,40,United-States,<=50K
165,37182,22,Private,198244,HS-grad,9,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,39,United-States,<=50K
166,33709,24,Private,234640,HS-grad,9,Married-spouse-absent,Sales,Own-child,1,Female,0,0,36,United-States,<=50K
167,217,21,Private,447488,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,1,Male,0,0,38,Mexico,<=50K
168,18454,51,Private,270194,9th,5,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,40,United-States,<=50K
169,5706,28,Private,64940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,1,Female,0,0,40,United-States,<=50K
170,37341,41,Local-gov,26669,Some-college,10,Divorced,Exec-managerial,Not-in-family,1,Female,0,0,40,United-States,<=50K
171,38643,52,Local-gov,91689,Some-college,10,Married-civ-spouse,Transport-moving,Husband,1,Male,0,0,40,United-States,<=50K
172,34201,62,Private,41718,10th,6,Married-civ-spouse,Sales,Husband,1,Male,0,0,35,United-States,<=50K
173,26779,74,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,1,Male,0,2149,20,United-States,<=50K
174,24466,37,Private,312271,Masters,14,Divorced,Exec-managerial,Not-in-family,1,Male,0,0,65,United-States,<=50K
175,21974,40,Private,342164,HS-grad,9,Separated,Adm-clerical,Unmarried,1,Female,0,0,37,United-States,<=50K
176,6029,51,Private,147876,Some-college,10,Never-married,Adm-clerical,Own-child,1,Female,0,0,40,United-States,<=50K
177,23007,28,Private,32291,Bachelors,13,Never-married,Prof-specialty,Not-in-family,1,Female,2174,0,40,United-States,<=50K
178,11062,36,Private,276276,Some-college,10,Divorced,Sales,Not-in-family,1,Male,0,0,40,United-States,<=50K
179,6334,17,?,103851,11th,7,Never-married,?,Own-child,1,Female,0,0,45,United-States,<=50K
180,34442,51,?,130667,HS-grad,9,Separated,?,Not-in-family,0,Male,0,0,6,United-States,<=50K
181,14118,37,Private,201247,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,1,Male,0,0,40,United-States,<=50K
182,40359,28,Private,76313,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,Male,0,0,60,United-States,<=50K
183,34478,67,Local-gov,256821,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,Male,0,0,20,United-States,<=50K
184,24709,49,Private,166857,9th,5,Divorced,Handlers-cleaners,Not-in-family,1,Female,0,0,40,United-States,<=50K
185,16188,41,Private,145522,Bachelors,13,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,45,United-States,<=50K
186,14195,43,Local-gov,300099,Bachelors,13,Divorced,Adm-clerical,Not-in-family,1,Female,0,0,34,United-States,<=50K
187,40754,61,Private,241013,7th-8th,4,Widowed,Farming-fishing,Not-in-family,0,Male,0,0,40,United-States,<=50K
188,27525,32,Private,171116,HS-grad,9,Divorced,Other-service,Own-child,1,Female,0,0,40,United-States,<=50K
189,26198,42,Self-emp-not-inc,222978,Doctorate,16,Never-married,Prof-specialty,Not-in-family,1,Female,0,0,45,United-States,<=50K
190,29141,51,Self-emp-not-inc,118259,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,3137,0,60,United-States,<=50K
191,11851,45,Private,160703,Masters,14,Divorced,Prof-specialty,Not-in-family,1,Female,0,0,55,United-States,<=50K
192,1579,58,Private,177368,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,1,Male,0,0,40,United-States,<=50K
193,45367,39,Private,290922,Masters,14,Never-married,Prof-specialty,Own-child,1,Female,0,0,40,United-States,<=50K
194,21640,54,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,1,Female,0,0,40,United-States,<=50K
195,33347,23,Private,212619,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,1,Male,0,0,50,United-States,<=50K
196,43756,67,?,125926,Some-college,10,Married-civ-spouse,?,Husband,1,Male,0,0,8,United-States,<=50K
197,30170,33,Private,155475,HS-grad,9,Married-civ-spouse,Sales,Husband,1,Male,0,0,40,United-States,<=50K
198,6844,48,Self-emp-not-inc,76855,Some-college,10,Divorced,Transport-moving,Unmarried,1,Female,0,0,53,United-States,<=50K
199,41919,19,Private,151801,10th,6,Never-married,Handlers-cleaners,Own-child,1,Male,0,0,39,United-States,<=50K
200,35423,45,Private,131826,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,1,Male,0,0,40,United-States,<=50K
201,29512,22,Private,189203,Bachelors,13,Never-married,Prof-specialty,Not-in-family,1,Male,0,0,50,United-States,<=50K
202,20642,25,Private,125159,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,0,Male,0,0,40,Jamaica,<=50K
203,1757,49,Private,116927,Masters,14,Divorced,Prof-specialty,Not-in-family,1,Male,0,0,60,United-States,<=50K
204,37420,19,Private,143360,HS-grad,9,Never-married,Machine-op-inspct,Own-child,1,Female,0,0,34,United-States,<=50K
205,13891,24,?,96844,Some-college,10,Never-married,?,Not-in-family,1,Female,0,0,20,United-States,<=50K
206,32553,63,Private,172740,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,40,United-States,<=50K
207,23937,40,Private,310101,Some-college,10,Separated,Sales,Not-in-family,0,Female,0,0,40,United-States,<=50K
208,30947,21,Private,351084,HS-grad,9,Never-married,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
209,19968,24,Private,308205,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,1,Male,0,0,40,Mexico,<=50K
210,42036,17,?,47407,11th,7,Never-married,?,Own-child,1,Male,0,0,10,United-States,<=50K
211,24227,29,Private,110134,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,1,Male,0,0,40,United-States,<=50K
212,45479,59,Private,314149,Assoc-voc,11,Married-civ-spouse,Sales,Husband,1,Male,0,1740,50,United-States,<=50K
213,20697,21,Private,214716,Some-college,10,Never-married,Adm-clerical,Own-child,1,Female,0,0,10,United-States,<=50K
214,38928,36,Self-emp-inc,183898,Bachelors,13,Divorced,Sales,Not-in-family,1,Male,0,0,60,United-States,<=50K
215,32304,33,Private,206280,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,Male,0,0,40,United-States,<=50K
216,30354,54,Private,257869,Some-college,10,Separated,Other-service,Not-in-family,1,Male,0,0,28,Columbia,<=50K
217,48513,30,Private,215441,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,Male,0,0,40,?,<=50K
218,13029,57,Private,124771,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,1,Male,0,1740,40,United-States,<=50K
219,40975,17,?,145258,11th,7,Never-married,?,Other-relative,1,Female,0,0,25,United-States,<=50K
220,31772,19,Private,195985,HS-grad,9,Never-married,Other-service,Not-in-family,1,Female,0,0,40,United-States,<=50K
221,26926,20,Private,347530,HS-grad,9,Never-married,Other-service,Unmarried,0,Female,0,0,25,United-States,<=50K
222,30532,69,Private,141181,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,1,Male,1797,0,40,United-States,<=50K
223,31267,40,Self-emp-not-inc,27242,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,84,United-States,<=50K
224,44665,24,?,265434,Bachelors,13,Never-married,?,Not-in-family,1,Female,0,0,40,United-States,<=50K
225,12568,66,?,231315,Assoc-acdm,12,Widowed,?,Unmarried,1,Female,0,0,3,United-States,<=50K
226,15430,55,Self-emp-not-inc,376548,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,1,Male,0,0,50,United-States,<=50K
227,15056,42,Local-gov,221581,HS-grad,9,Divorced,Adm-clerical,Not-in-family,1,Female,0,0,40,United-States,<=50K
228,15135,72,Self-emp-not-inc,379376,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,1,Male,0,0,35,United-States,<=50K
